0.999054 0.471437 0.000076 2.607920
1.000932 0.473483 0.000029 2.615288
1.000931 0.473327 0.000045 2.615238
1.000881 0.473050 0.000070 2.614977
1.000794 0.472659 0.000106 2.614563
1.000689 0.472159 0.000155 2.614067
1.000580 0.471539 0.000221 2.613546
1.000415 0.468471 0.000720 2.612399
1.000550 0.466604 0.001230 2.612486
1.000968 0.463736 0.002398 2.613243
1.001859 0.458957 0.005389 2.614953
1.005540 0.448633 0.013753 2.623999
0.983241 0.448948 0.037271 2.549742
0.980709 0.473263 0.032795 2.553218
0.972455 0.481782 0.022911 2.530826
0.967664 0.492869 0.006240 2.521776
0.963950 0.499602 -0.016727 2.514950
0.964588 0.502574 -0.047184 2.521901
0.972245 0.496759 -0.084739 2.549712
0.993180 0.474854 -0.125250 2.617071
1.035377 0.422770 -0.148344 2.747101
1.095595 0.339779 -0.085351 2.933441
1.095595 0.339779 0.085351 2.933441
1.035377 0.422770 0.148344 2.747101
0.993180 0.474854 0.125250 2.617071
0.972245 0.496759 0.084739 2.549712
0.964588 0.502574 0.047184 2.521901
0.963950 0.499602 0.016727 2.514950
0.967664 0.492869 -0.006240 2.521776
0.972455 0.481782 -0.022911 2.530826
0.980709 0.473263 -0.032795 2.553218
0.983241 0.448948 -0.037271 2.549742
1.005540 0.448633 -0.013753 2.623999
1.001859 0.458957 -0.005389 2.614953
1.000968 0.463736 -0.002398 2.613243
1.000550 0.466604 -0.001230 2.612486
1.000415 0.468471 -0.000720 2.612399
1.000482 0.470770 -0.000317 2.613053
1.000580 0.471539 -0.000221 2.613546
1.000689 0.472159 -0.000155 2.614067
1.000794 0.472659 -0.000106 2.614563
1.000881 0.473050 -0.000070 2.614977
1.000931 0.473327 -0.000045 2.615238
1.000932 0.473483 -0.000029 2.615288
1.000866 0.473503 -0.000021 2.615057
1.000741 0.473416 -0.000021 2.614585
1.000525 0.473177 -0.000028 2.613734
0.999054 0.471437 -0.000076 2.607920
0.999040 0.471429 0.000229 2.607870
1.000235 0.469001 0.002014 2.611815
1.000130 0.467459 0.003116 2.611135
1.012360 0.406447 -0.079274 2.642831
1.020040 0.354269 -0.038057 2.650648
1.000130 0.467459 -0.003116 2.611135
1.000235 0.469001 -0.002014 2.611815
1.000462 0.471072 -0.000930 2.613028
1.000583 0.471785 -0.000645 2.613608
1.000860 0.473538 -0.000060 2.615053
1.000728 0.473430 -0.000062 2.614544
1.000506 0.473177 -0.000085 2.613669
1.000304 0.472973 -0.000110 2.612887
0.999907 0.472464 -0.000160 2.611297
0.999901 0.472650 -0.000167 2.611365
0.999040 0.471429 -0.000229 2.607870
0.999014 0.471417 0.000384 2.607775
1.000132 0.470439 0.002850 2.611821
0.999887 0.469628 0.004158 2.610865
1.013479 0.433137 -0.043755 2.646208
1.020479 0.416422 -0.017763 2.662912
0.999887 0.469628 -0.004158 2.610865
1.000132 0.470439 -0.002850 2.611821
1.000315 0.471168 -0.001971 2.612581
1.000469 0.471793 -0.001367 2.613246
1.000609 0.472324 -0.000943 2.613855
1.000255 0.472949 -0.000193 2.612708
0.999863 0.472444 -0.000274 2.611139
0.999858 0.472619 -0.000287 2.611204
0.999014 0.471417 -0.000384 2.607775
0.998978 0.471404 0.000541 2.607649
1.000312 0.472465 0.002062 2.612978
1.000077 0.472234 0.002882 2.612184
1.007581 0.442639 -0.025183 2.626020
1.010054 0.433378 -0.009530 2.630228
0.999753 0.472147 -0.003981 2.611188
1.000077 0.472234 -0.002882 2.612184
1.000312 0.472465 -0.002062 2.612978
1.000499 0.472750 -0.001453 2.613658
0.998978 0.471404 -0.000541 2.607649
0.998938 0.471400 0.000697 2.607510
1.000356 0.473673 0.001709 2.613552
1.000085 0.473786 0.002329 2.612742
1.005849 0.452186 -0.015801 2.622948
1.007452 0.447660 -0.005744 2.626276
0.999714 0.474114 -0.003069 2.611710
1.000085 0.473786 -0.002329 2.612742
0.998938 0.471400 -0.000697 2.607510
0.998899 0.471418 0.000847 2.607388
1.000469 0.474596 0.001077 2.614287
1.000195 0.474900 0.001467 2.613528
1.004728 0.456979 -0.010602 2.620839
1.005620 0.454155 -0.003765 2.622542
0.999830 0.475410 -0.001868 2.612564
1.000195 0.474900 -0.001467 2.613528
0.998899 0.471418 -0.000847 2.607388
0.998872 0.471469 0.000980 2.607321
1.000640 0.475171 0.000331 2.615096
1.000396 0.475544 0.000499 2.614457
1.005111 0.460214 -0.007659 2.623443
1.005749 0.458428 -0.002680 2.624773
1.000074 0.476076 -0.000614 2.613633
1.000396 0.475544 -0.000499 2.614457
0.998872 0.471469 -0.000980 2.607321
0.998868 0.471566 0.001083 2.607351
1.000827 0.475433 -0.000373 2.615834
1.000652 0.475806 -0.000407 2.615423
1.005996 0.461948 -0.005843 2.627176
1.006459 0.460697 -0.002023 2.628162
1.000417 0.476283 0.000523 2.614861
1.000652 0.475806 0.000407 2.615423
0.998868 0.471566 -0.001083 2.607351
0.998895 0.471714 0.001138 2.607514
1.000951 0.475439 -0.000902 2.616249
1.000873 0.475769 -0.001112 2.616146
1.007006 0.463141 -0.004612 2.631122
1.007366 0.462247 -0.001586 2.631926
1.000758 0.476150 0.001413 2.615939
1.000873 0.475769 0.001112 2.616146
0.998895 0.471714 -0.001138 2.607514
0.998960 0.471909 0.001135 2.607827
1.000945 0.475263 -0.001165 2.616143
1.000977 0.475530 -0.001513 2.616378
1.007625 0.464145 -0.003665 2.633669
1.007901 0.463492 -0.001254 2.634304
1.000992 0.475802 0.001949 2.616561
1.000977 0.475530 0.001513 2.616378
0.998960 0.471909 -0.001135 2.607827
0.999063 0.472136 0.001070 2.608282
1.000790 0.474985 -0.001156 2.615486
1.000918 0.475181 -0.001590 2.616013
1.007639 0.465264 -0.002870 2.634220
1.007850 0.464792 -0.000979 2.634715
1.001050 0.475349 0.002101 2.616541
1.000918 0.475181 0.001590 2.616013
0.999063 0.472136 -0.001070 2.608282
0.999195 0.472375 0.000952 2.608842
1.000528 0.474675 -0.000942 2.614449
1.000721 0.474806 -0.001405 2.615167
1.007032 0.466541 -0.002177 2.632734
